I0,I1,I2
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,-76.295776
0.000000,0.000000,-38.147835
0.000000,0.000000,-19.073866
0.000000,0.000000,-9.536880
0.000000,0.000000,-4.768395
0.000000,0.000000,-2.384145
0.000000,0.000000,-1.192021
0.000000,0.000000,0.297840
0.000000,0.000000,0.148970
0.000000,0.000000,0.074535
0.000000,0.000000,0.037318
0.000000,0.000000,0.018709
0.000000,0.000000,0.009405
0.000000,0.000000,0.004752
0.000000,0.000000,0.002426
0.000000,0.000000,0.001263
0.000000,0.000000,0.000682
0.000000,0.000000,0.000391
0.000000,0.000000,0.000245
0.000000,0.000000,0.000173
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,-76.295769
0.000000,0.000000,-38.147831
0.000000,0.000000,-19.073872
0.000000,0.000000,-9.536883
0.000000,0.000000,-4.768390
0.000000,0.000000,-2.384150
0.000000,0.000000,-1.192023
0.000000,0.000000,-0.595959
0.000000,0.000000,-0.297927
0.000000,0.000000,-0.148919
0.000000,0.000000,0.000681
0.000000,0.000000,0.000391
0.000000,0.000000,0.000245
0.000000,0.000000,0.000173
0.000000,0.000000,0.000136
0.000000,0.000000,0.000118
0.000000,0.000000,0.000110
0.000000,0.000000,0.000105
0.000000,0.000000,0.000103
0.000000,0.000000,0.000101
0.000000,0.000000,0.000101
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
0.000000,0.000000,0.000100
